text_segment_id;company_name;company_url;source_url;is_pdf;labels;text_segment
11;ZF Friedrichshafen AG;https://www.zf.com;https://www.zf.com/products/en/cv/products_75782.html;False;2;ZF describes AxTrax 2 as a fully electric axle for trucks built around an axle-based “one-box” concept intended to replace the engine, transmission and conventional axle when electrifying a commercial vehicle. The product description lists 210 kW continuous power and up to 26,000 Nm peak output torque. It also notes an integrated 800-V silicon-carbide inverter and a hairpin-wound electric machine, emphasizing power density and suitability for commercial-vehicle operating profiles.
12;ZF Friedrichshafen AG;https://www.zf.com;https://www.zf.com/public/org/Factsheet_e-comp_scroll_EN_WEB_320211.pdf;True;4,7;ZF’s e-comp® Scroll is presented as an electric air compressor that provides compressed air for battery-electric and fuel-cell commercial vehicles. The factsheet emphasizes a scroll-based design and highlights oil-free operation. It also points to low noise and low vibration behavior, targeting applications where electrified drivetrains cannot rely on a conventional engine-driven compressor. The unit is positioned as a compact electrification component for supplying compressed air in electrified commercial vehicles.
13;ZF Friedrichshafen AG;https://www.zf.com;https://press.zf.com/press/en/releases/release_23616.html;False;4,6;ZF explains that its brake control solution for electric vehicles is intended to improve comfort and safety while optimizing the recovery of braking energy to extend driving range. The company states that the brake control supports driver-assistance functions such as automatic emergency braking and can be integrated into the vehicle’s electronic architecture via an optimized software interface. Technically, ZF describes the brake control as combining an electronic brake booster (EBB) with its latest generation EBC470 electronic stability control (ESC), covering vehicles from compact cars to SUVs and light commercial vehicles.
14;ZF Friedrichshafen AG;https://www.zf.com;https://press.zf.com/press/en/releases/release_52608.html;False;6,4;ZF describes cubiX® as a vehicle-motion control software platform that coordinates chassis actuators so the vehicle behaves as one harmonized system. In the start-of-production context, ZF says the software controls chassis functions to deliver harmonious acceleration and braking, precise steering, and balanced damping. The description adds that cubiX connects active and semi-active components through software and improves driving behavior by networking these units, coordinating multiple chassis subsystems via a unified control layer.
15;ZF Friedrichshafen AG;https://www.zf.com;https://press.zf.com/press/media/en/press_media/2022/01_global_and_en_de/kits_9/2022_01_04_zf_ces_2022/tx2022-01-04_ZF_VMC_Controller_EN.pdf;True;6;ZF describes ProAI as a high-performance controller suitable for different vehicle platforms, software applications and E/E architectures. In a performance-computing platform brief, the company highlights a new ProAI generation with a stated 66% increase in computing power while consuming up to 70% less power. The document positions ProAI as a core element of new vehicle electronic architectures, designed to cover a wide range of application fields for virtually all vehicle types.
16;ZF Friedrichshafen AG;https://www.zf.com;https://press.zf.com/press/media/en/press_media/2025/01_global_en_and_de_2/releases_12/2025_06_17_zf_adas_day_2025/tx2025-06-17_PI_ZF_ADAS-Day-2025_ENG.pdf;True;6;ZF presents Smart Camera 6 as a front camera for ADAS and automated-driving functions that integrates an EyeQ6 processor. In an ADAS information package, ZF characterizes the camera with a 120-degree field of view and an 8-megapixel image sensor, described as more than four times the image resolution of the prior generation. The document frames these upgrades as enabling improved perception for safety functions and for meeting requirements associated with regulations and consumer-testing programs.
17;ZF Friedrichshafen AG;https://www.zf.com;https://press.zf.com/press/en/releases/release_92226.html;False;7;ZF presents the 8HP evo as an update to its benchmark eight-speed automatic transmission family and describes it as designed for a wide range of hybrid powertrain applications. The announcement frames the product as based on the established 8HP transmission while adding further developments intended to broaden applicability and improve efficiency. In this context, the transmission remains a stepped automatic but is positioned to integrate with electrified powertrains across multiple hybrid configurations.
18;ZF Friedrichshafen AG;https://www.zf.com;https://www.zf.com/public/org/Flyer_PowerLine-Special-Vehicles_en_72128.pdf;True;7;ZF’s PowerLine is described in an English product flyer as an eight-speed automatic transmission for commercial and special-vehicle applications. The flyer lists concrete ratio data: with a torque converter, the ratios are shown from about 4.89 (6.5) down to about 0.64, and the stated ratio spread is 7.66 (10.2). The document links the eight ratios and wide spread to efficiency and driveability, aiming to cover demanding duty cycles with appropriate gearing across operating conditions.
19;ZF Friedrichshafen AG;https://www.zf.com;https://www.zf.com/products/en/wind/products_64427.html;False;8;ZF Wind Power describes customized gearbox designs for wind turbines covering outputs from roughly 1.5 MW up to 9.5 MW. The description states that the gearboxes can be configured with one or two planetary stages and one or two parallel gear stages. It also notes suitability for turbine concepts with three-point and four-point suspensions. The focus is on tailoring gearbox architecture and staging to the turbine class and support arrangement rather than on automotive vehicle applications.
20;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/20240418-zonecontrolunits/;False;6;Zone control units form the middle tier of the server-based electrical and electronic (E/E) architecture in software-defined vehicles. Between the levels of sensors and actuators as well as the high-performance computers, they redistribute the vehicle architecture and ensure the electronics interact smoothly across domains, reduce complexity and are the key to over-the-air software updates in the vehicle. One zone control unit bundles all electronic and electrical connections in a local section of the vehicle and is responsible for service and data management tasks in areas such as the front or rear. The zone control units are generally connected to the relevant high-performance computer via a powerful Ethernet link and are responsible for communication management and decentralized energy supply.
21;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/20250415-auto-shanghai-highlights/;False;6;Continental is creating an entire “Road to Cloud” ecosystem for software-defined vehicles. The foundation is built on hardware and basic software to enable the complete infrastructure for computing and networking, and software solutions are paired with corresponding edge ECUs, sensors and actuators. With its high-performance computers (HPC) and zone control units (ZCU), Continental showcases scalable server-zone architecture solutions for all vehicle lines, from entry-level to premium. Continental demonstrates an AD-Cockpit HPC that integrates cluster, infotainment and advanced driver assistance systems (ADAS) features on a single system on chip (SoC).
22;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/ces-2021-innovation-awards/;False;6;Continental’s ARS 540 is the first production-ready 4D image radar and supports automated driving systems all the way from partial to full automation. While previous systems were only capable of capturing information on range, speed and azimuth angle, the ARS 540’s long-range radar sensor calculates an object’s location in addition to range, speed and azimuth angle also with its elevation to create a precise map of the driving environment up to 300 meters. The elevation measuring capability allows relatively small objects to be detected more precisely and provides high-resolution detail for object identification in adverse lighting and weather conditions.
23;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/mk-c1-brake-system/;False;4;The measurements were taken on a dynamometer test in accordance with the WLTP and were supervised by TÜV experts present. During each of three test runs, the vehicle with the MK C1 recovered 160 Wh of additional electrical energy on average in the deceleration phases of the individual cycle – around 32 percent more than the system in comparison. The MK C1 makes this possible by enabling consistent use of the electric motor as a generator during braking. The intelligent hybrid control can then use the additional electricity generated in this way for fuel-efficient driving, thereby reducing CO2 emissions and fuel consumption.
24;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/cyber-security/;False;6;"Continental states that it implements cyber security solutions on multiple levels and layers: on the first level, individual electronic system components are protected; on the second level, communication between in-vehicle systems is protected; on the third level, all external interfaces are protected; and on the fourth level, data processing outside the vehicle is protected against theft and manipulation. This level also includes cloud and backend solutions. The company adds that future products can contain cryptographic functions that can be used to introduce security keys, and that these keys are generated individually for each product so that even if one car is hacked, a second one is still protected."
25;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/20250415-auto-shanghai-highlights/;False;4;Continental presents the Future Brake System (FBS) as a roadmap towards fully electro-mechanical braking. The company also presents the next generation of the integrated brake-by-wire system, which integrates the master cylinder, brake booster and control systems into a single compact and weight-saving module and reduces system weight by nearly 30 percent. Built upon multi-logic architecture, the system supports both distributed and centralized E/E architecture. Continental also showcases a sensor portfolio for electric vehicles, including a product family around high voltage current sensing and high voltage safety modules, as well as intelligent battery sensors and chassis position sensors.
26;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/iaa-trends-2019/;False;7;Continental has developed a new technology for hybrid vehicles: the 48-volt high-power drive system with 30 kilowatts of output. This means it is now possible to drive even long distances purely with electric power for the first time. Previously, this was only possible using high-voltage drive systems – but not with 48-volt technology. Vehicle manufacturers can therefore offer new, attractively priced hybrid vehicles worldwide.
27;Continental AG ;https://www.continental.com;https://www.continental.com/en/press/press-releases/20220426-egt-sensors/;False;7;A small part with a major impact: EGT sensors significantly influence engine control. Continental is expanding its product range to include exhaust gas temperature sensors (EGT sensors) for the Volkswagen Group brands VW, Audi, Skoda and Seat and is also expanding its EGT sensor program for the Opel brand. The portfolio expansion includes forty-eight part numbers. The new sensors in OEM quality are available to order and can be delivered in sufficient quantities.
28;Continental AG ;https://www.continental.com;https://www.continental-industry.com/au/en/products-solutions/conveying-solutions/steelcord-belts;False;8;Tough mining applications call for Phoenix Phoenocord’s extreme durability and reliable performance in above and below ground use. The company highlights high dynamic efficiency, resistance to corrosion and low elongation. When it comes to high capacity and high breaking strength, Phoenix Phoenocord belts are rated from ST 5000 up to ST 10000. The product line is positioned for long-distance conveying where high capacity and high breaking strength are required.
29;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.de/en/products-and-solutions/e-mobility/hv-e-axle-drive-system-emr4/;False;2;Compact yet powerful, the EMR4 sets new benchmarks for power density, and its scalable architecture ensures top-level performance across applications. Depending on the configuration, the newly developed EMR4 axle drive delivers between 80 kW and 230 kW of power, with axle torque ranging from 1,700 Nm to 4,000 Nm. The scalability achieved is also clearly reflected in the module’s weight: depending on the required drive power, the mass ranges from just 45 kg to around 80 kg.
30;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.de/en/news_media/press_releases/press_releases_detail.jsp?id=88123072;False;2;Schaeffler states that the performance characteristics of the inverter brick now being produced include increasing the maximum possible battery voltage to much more than the usual 800 V and achieving RMS currents of up to 650 A, turning the sub-module into a compact power pack. The company describes the frame-mounted sub-module as compact, efficient, and readily integrated into various inverters due to a modular and scalable design, enabled by an innovative silicon carbide (SiC) power semiconductor produced by partner ROHM, with the SiC chip drain-source voltage optimized according to OEM expectations.
31;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.com/en/media/dates-events/kolloquium/digital-conference-book-2022/thermal-management-system-electric-vehicles/;False;2,3;Schaeffler describes a solution scope that includes coolant and refrigerant circuits with heat pump systems, ranging from efficiently and flexibly integrated individual components, via highly integrated thermal management systems, to complete drive concepts comprising the motor, transmission, power electronics, and thermal management as a single unit optimized in the system. The heat pump system is described as providing high efficiency with minimal space requirements, and a focus on the environmentally friendly and non-combustible coolant R744 is stated to future-proof this approach for automotive manufacturers.
32;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.com/en/media/press-releases/press-releases-detail.jsp?id=87822378;False;2,3;With the so-called 4in1 electric axle, Schaeffler describes integrating the thermal management system as well as the electric motor, power electronics, and transmission into the axle drive, making the axle drive more compact and lighter. The company states that a new heat pump operated with the natural refrigerant carbon dioxide offers further efficiency benefits and that carbon dioxide has physical characteristics allowing more efficient heating and cooling of vehicles. Schaeffler states that an efficiency level of up to 96 percent is possible in an optimally designed system.
33;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.de/en/news_media/press_releases/press_releases_detail.jsp?id=8812288;False;4;Schaeffler describes advancing steer-by-wire technologies with a force-feedback function in the Hand Wheel Actuator (HWA). The solution is described as combining a magnetorheological brake with an optimized BLDC motor to provide a precise steering feel while ensuring efficient energy use. This combination is described as significantly reducing the requirement for copper and rare earths compared to conventional steer-by-wire technologies, while also paving the way for innovative forms of vehicle control such as joystick steering.
34;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.de/en/news_media/press_releases/press_releases_detail.jsp?id=8812288;False;6;"Schaeffler describes future vehicle functions being consolidated into centralized and zonal controllers, reducing both vehicle architecture complexity and wiring effort. The company provides examples including Master Control Units (MCUs) and Zone Controller Units (ZCUs). The Zone Controller is described as a communications interface that manages, connects, and supplies control units, sensors, and actuators within a defined zone. The MCU is described as processing data for lateral and longitudinal acceleration, thermal and energy management, driving and charging strategies, and by-wire systems; based on a microprocessor, it supports the highest level of functional safety (ASIL-D) while ensuring secure communication."
35;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.com/en/media/dates-events/kolloquium/digital-conference-book-2022/hybrid-powertrain/;False;7;Schaeffler states it has been producing high-voltage hybrid modules for installation between the engine and the transmission (P1 or P2) since 2018, and that a third generation module with integral converter has been in volume production since 2019. The module is described as usable with in-line powertrains in combination with automatic transmissions, transmitting up to 700 Nm of torque from the ICE and supplying 300 Nm from the electric motor. Schaeffler also states that a fourth generation 48 V P2 drive with integral power electronics is in development and is planned to go into volume production in 2025, with direct connection to the power electronics intended to minimize OEM integration effort.
36;Schaeffler AG;https://www.schaeffler.com;https://www.schaeffler.de/en/news_media/press_releases/press_releases_detail.jsp?id=8812288;False;7;Schaeffler states it will showcase an internal combustion engine demonstrator developed specifically for hybrid applications, featuring innovative damper solutions and electromechanical camshaft phasing units designed to meet future NVH requirements and emission standards. To further enhance emissions control when using decarbonized fuels, Schaeffler states it offers a Flex Fuel Sensor, which measures ethanol concentration and fuel temperature with a high degree of precision prior to injection.
37;Schaeffler AG ;https://www.schaeffler.com;https://www.schaeffler.de/en/products-and-solutions/industrial/industry_solutions/wind_sector_cluster/wind/;False;8;Schaeffler states that cost-effective wind turbines require reliable components and describes producing bearing supports for wind turbines for over 30 years as a rolling bearing manufacturer and development partner. The wind sector page highlights an integrated concept for safety, including realistic tests on Schaeffler’s ASTRAIOS, innovative solutions for preventing white etching cracks (WEC), and high equipment availability due to condition monitoring. It also states that the rotor shaft bearing support is of central importance because wind-induced forces act there, and that rolling bearings are subjected to highly dynamic loads and operating conditions, with Schaeffler developing an efficient bearing support for each case in partnership with customers.
38;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/en/article/bionic-battery-cooling;False;3;The company developed a bionic cooling-channel structure for a high-voltage battery cooling plate, inspired by natural patterns. This design is described as delivering 10% more cooling capacity with 20% lower pressure loss versus conventional flow. It targets lithium-ion batteries where cell temperature should not exceed 40°C for extended periods and where uniform cell temperature is critical. The coolant flow rate can be adjusted to actual demand, and the concept is described as reducing the temperature range by 50% while lowering peak temperatures. Material use is reduced by up to 15%.
39;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/en/article/e-compressors-mahle;False;3;MAHLE positions the electric air-conditioning compressor as a powertrain-relevant component in EVs because it supports thermal control of the battery, traction motors, and power electronics, affecting service life, charging speed, and range. The company states it has produced electric A/C compressors in series since 2019 and highlights high-voltage capability “above 400 V” plus large compressor strokes. It states its high-voltage compressor range reaches up to 900 V and up to 57 cm³ displacement, and attributes compact packaging to patented refrigerant cooling of the compressor motor and electronics.
40;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/en/article/range%20doping;False;3;MAHLE describes an integrated direct thermal management system that includes a heat pump function using multiple heat sources (including waste heat from the powertrain and ambient heat) to support winter efficiency. The company describes thermal management modules that control temperatures of the battery, vehicle interior, powertrain, and power electronics, and states the modules can increase EV range by up to 20% and improve charging speed. It describes combining components such as an electric compressor, heat exchanger, refrigerant valves, and others into a single unit, and notes one module is highly integrated by connecting the refrigerant circuit with coolant circuits.
41;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/en/article/sct-e-motor-from-mahle;False;2,3;"MAHLE describes the “SCT” (Superior Continuous Torque) electric motor as designed for sustained high-performance operation over an unlimited period. It states the motor’s continuous output is 90% of peak power while remaining compact and lightweight. The company attributes the ability to operate under extremely high load for long periods to an integrated oil-cooling system that dissipates generated heat so the motor stays within an optimal temperature range; it also notes the thermal system can use waste heat to heat the vehicle. Applications are described across passenger cars, commercial vehicles, and off-highway machines such as construction machinery and tractors."
42;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/en/article/inductive-charging-and-positioning-system;False;5,2;"MAHLE describes an inductive, contactless charging concept using two pads (ground and vehicle underbody), each with a coil; the ground coil generates a magnetic field using 85 kHz alternating current, inducing voltage in the receiver coil and charging the vehicle battery via power electronics. It describes typical vertical gaps of 14–21 cm and states alignment is enabled by DIPS (Differential Inductive Positioning System), described as positioning accuracy of ~1 cm and enabling ?92% transmission efficiency. The company states SAE International selected the MAHLE system as a global standard solution (summer 2024) and describes integrated safety functions that can interrupt energy transfer if a living creature approaches."
43;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/en/article/smallest-wallbox-in-the-world;False;5,6;MAHLE chargeBIG (described as a MAHLE subsidiary) presents smallBOX wallboxes in two versions: ECO up to 7.4 kW and PRO up to 22 kW. To reduce wallbox size, the company describes relocating intelligence and electronic components into a central charging hub called chargeCLUSTER. It states chargeCLUSTER can manage 2 (size S), 6 (size M), or up to 36 (size L) charging points, and that the centralized approach supports dynamic load management and compliance with legal calibration requirements for billing. Charging sessions are described as activatable via the chargeBIG app, eRoaming apps, or via a terminal using RFID/debit/credit card.
44;Mahle GmbH;https://www.mahle.com;https://chargebig.com/wp-content/uploads/2023/11/chargeBIG6-Charging-solution-for-apartment-buildings-and-small-businesses.pdf;True;5;The MAHLE chargeBIG 6 system is described as a central control unit (“charging distributor”) with up to 6 three-phase charging points using permanently attached cable and Type 2 plug, available at 11 kW and 22 kW. The distributor is described as containing charge-control electronics plus residual current protection and overvoltage protection, and as meeting IEC 61851-1 and being CE compliant. Electrical data listed includes 230/400 V supply and network types (TT/TN/TNS/TNCS), IP65 protection for the distributor, and charge-point operating temperatures down to ?25°C. Load management is described as central for 1–6 charge points with configurable total phase current settings.
45;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/assets/_default_upload_bucket/technical_messenger_11-2025_en.pdf;True;7;MAHLE states that steel pistons are coated with graphite to improve running-in characteristics and that the coating is largely worn away during engine run-in, so it is not included when specifying piston diameter. The document explains that coating thickness is approximately 0.015–0.020 mm, meaning a new piston measured with a micrometer can appear ~0.03–0.04 mm larger than the dimension specified on the piston crown. It notes pistons are supplied ready-to-assemble with mounted piston rings and describes determining cylinder diameter by combining the piston diameter and fitting clearance values specified on the crown (example calculation provided).
46;Mahle GmbH;https://www.mahle.com;https://workshop-heroes.mahle.com/assets/_default_upload_bucket/technical_messenger_08-2025_en.pdf;True;7;MAHLE explains that modifying the piston ring gap clearance of the second ring can increase contact pressure against the cylinder wall because much of the contact pressure is generated by combustion pressure behind the rings. The document states increased clearance allows pressure to reach the ring groove and behind the ring more quickly, improving scraping and sealing. It discusses piston ring set 081 RS 00105 0N0 (mainly used in BMW engines), noting databases may specify 0.3–0.45 mm, while the “real” clearance is described as 0.7–0.9 mm due to an OEM change in original parts, and MAHLE aligning aftermarket OE sets accordingly.
47;Mahle GmbH ;https://www.mahle.com ;https://www.mahle-powertrain.com/en/news-and-press/press-releases/mahle-starts-to-cool-stationary-battery-storage-systems-110528;False;8;MAHLE is described as entering the market for stationary battery storage systems with a first series order for a cooling module. The press information frames the product as intended for steady-state storage applications and describes MAHLE drawing on in-house expertise to develop cooling modules for stationary battery storage systems. The same communication describes these storage solutions as used for power-grid provision and stabilization and for intermediate storage of electricity (e.g., from renewable sources), positioning the offering outside the core vehicle domain as an industrial/energy application example.
48;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-engineering;False;6,2;The company’s VCU, developed in-house, is described as serving as the heart of an electric drivetrain. This central control unit is responsible for controlling vehicle dynamics by providing and supervising the driver’s commands to the motor and the high-voltage battery. The VCU supports advanced vehicle dynamics by distributing torque between the front and rear axles and supports different charging standards. It also includes thermal management for high-voltage components and can be driven by a number of different bus systems.
49;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-engineering;False;                    1,3,4;High-voltage battery development and testing is described as being provided “from a single source,” with the company developing, integrating, and validating high-voltage batteries from feasibility to SOP. The company defines the cells and models and creates the electric, cooling, and housing design. State-of-the-art tools are used to conduct thermal, stiffness, durability, and crash simulations. In addition, the company conducts DV/PV testing as well as crash and EOL testing in dedicated facilities.
50;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-engineering;False;6,5;Charging solutions are described as focusing on the entire user charging experience, with the company positioned as an experienced partner for this scope. The company supports customers throughout the entire development process. Its engineers develop smart charging functions (such as Plug & Charge, V2X or WEVC) and integrate them into the complete vehicle. The company’s HMI departments can supply tailormade operating concepts for charging to support the intended customer experience.
51;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-engineering;False;6;For ADAS integration, the company is described as covering the spectrum from step-by-step planning for the complete vehicle and Advanced Driver Assistance Systems through benchmarking, requirement management, and system supplier management, followed by complete integration of software and hardware. Testing and validation are described as being performed both virtually and on test benches (hardware-in-the-loop) in early development, and with the vehicle on test tracks and public roads.
52;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-engineering;False;6;Virtual sensor integration is described as requiring close alignment with the styling department when integrating ADAS sensors into the complete vehicle. Virtual methods, such as the company’s Sensor Integration Tool, are described as helping balance optimal sensor positions with desired styling from an early development phase. ADAS features are described as essential for consumer ratings and vehicle homologation, requiring thorough complete-vehicle testing. The company plans and conducts ADAS tests and post-processing of test data, using its in-house test track or cooperating with external facilities.
53;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-manufacturing;False;4;In body-in-white, the company states it can manufacture the complete range of bodies, covering steel constructions, multi-material structural bodies, and all-aluminum models. Digitalized and flexible automation solutions are described as ensuring short integration times, including when changes are made to existing body-in-white production processes. The company describes using state-of-the-art technology and an array of virtual tools, including simulations, to integrate new products faster than before.
54;Magna Steyr ;https://www.magna.com/;https://www.magna.com/products/complete-vehicles/complete-vehicle-manufacturing;False;4;For multi-material mix and joining technologies, reducing global CO2 emissions is described as requiring optimization of how materials are used and processed in automotive manufacturing. Cutting emissions while also cutting costs is described as requiring new technologies for creating bonds between fundamentally dissimilar materials, including between metals (steel, aluminum, magnesium, etc.) and other materials (including hybrid materials or polymer reinforced metals). It also includes bonds between metals and surface coatings such as Alodine on aluminum or zinc on steel.
